date,temp_max_c,temp_min_c,rain_mm
2017-03-30,34.9,20.7,0.0
2017-03-31,34.8,20.8,0.0
2017-04-01,35.3,20.8,0.0
2017-04-02,35.7,21.4,0.5
2017-04-03,35.1,21.9,0.0
2017-04-04,33.1,21.7,0.7
2017-04-05,32.9,22.5,4.1
2017-04-06,33.4,22.5,0.1
2017-04-07,32.1,22.8,0.4
2017-04-08,33.6,22.7,0.3
2017-04-09,34.8,23.0,0.0
2017-04-10,34.9,21.7,0.0
2017-04-11,34.5,22.7,0.0
2017-04-12,35.4,22.8,0.0
2017-04-13,35.1,22.1,0.0
2017-04-14,35.0,21.2,0.0
2017-04-15,35.0,21.1,0.0
2017-04-16,33.5,22.0,0.0
2017-04-17,33.7,22.1,1.2
2017-04-18,35.1,21.6,0.0
2017-04-19,33.0,22.1,0.0
2017-04-20,33.1,22.8,0.0
2017-04-21,30.8,22.9,2.7
2017-04-22,32.9,21.8,0.1
2017-04-23,34.3,21.4,0.0
2017-04-24,34.1,21.6,0.1
2017-04-25,33.9,21.5,0.3
2017-04-26,33.7,21.9,0.0
2017-04-27,32.5,22.3,0.5
2017-04-28,32.8,22.2,2.0
2017-04-29,33.2,21.5,0.7
2017-04-30,31.9,21.6,0.3
2017-05-01,33.1,20.7,1.0
2017-05-02,31.7,21.0,0.3
2017-05-03,31.6,22.4,1.9
2017-05-04,33.8,21.8,0.0
2017-05-05,34.1,22.0,0.1
2017-05-06,34.2,22.8,0.3
2017-05-07,34.5,22.5,0.6
2017-05-08,32.8,21.7,0.0
2017-05-09,32.3,22.6,3.5
2017-05-10,32.2,21.6,1.4
2017-05-11,30.8,22.1,4.1
2017-05-12,30.9,22.4,1.5
2017-05-13,32.6,21.6,0.5
2017-05-14,33.9,22.5,3.5
2017-05-15,32.4,21.7,4.4
2017-05-16,32.5,21.6,0.9
2017-05-17,32.8,21.8,0.5
2017-05-18,33.3,22.1,36.1
2017-05-19,30.6,20.8,1.2
2017-05-20,30.6,22.0,4.9
2017-05-21,28.4,22.1,5.1
2017-05-22,31.3,22.3,9.6
2017-05-23,31.3,21.7,1.0
2017-05-24,32.4,22.9,2.1
2017-05-25,31.2,22.3,1.0
2017-05-26,31.0,22.6,3.7
2017-05-27,31.8,22.3,10.2
2017-05-28,30.1,21.7,9.6
2017-05-29,30.8,20.9,0.0
2017-05-30,30.1,20.6,0.1
2017-05-31,28.7,20.4,0.9
2017-06-01,29.6,20.4,0.5
2017-06-02,29.9,21.4,0.6
2017-06-03,28.3,21.6,1.4
2017-06-04,30.6,20.8,2.4
2017-06-05,30.7,20.8,3.6
2017-06-06,29.7,20.7,7.3
2017-06-07,23.8,20.6,11.5
2017-06-08,25.2,20.0,2.2
2017-06-09,25.9,19.8,8.2
2017-06-10,26.7,20.0,1.1
2017-06-11,25.3,20.2,3.5
2017-06-12,27.0,20.6,5.3
2017-06-13,27.1,21.1,8.3
2017-06-14,28.5,20.6,1.2
2017-06-15,27.9,20.1,2.2
2017-06-16,27.8,20.4,7.7
2017-06-17,28.0,20.1,1.0
2017-06-18,28.0,19.7,2.4
2017-06-19,27.5,20.0,1.5
2017-06-20,26.7,20.2,2.0
2017-06-21,26.8,19.8,1.2
2017-06-22,27.9,19.2,1.9
2017-06-23,26.6,20.0,2.5
2017-06-24,26.5,20.9,3.8
2017-06-25,27.5,20.7,2.2
2017-06-26,25.9,20.6,1.1
2017-06-27,24.6,20.3,3.8
2017-06-28,25.8,19.6,1.3
2017-06-29,27.8,20.7,1.8
2017-06-30,27.4,20.1,0.5
2017-07-01,27.9,20.0,0.6
2017-07-02,27.5,20.6,0.1
2017-07-03,28.0,20.6,1.0
2017-07-04,28.9,20.2,0.0
2017-07-05,28.0,19.8,0.7
2017-07-06,27.0,19.8,1.8
2017-07-07,26.9,20.1,3.1
2017-07-08,25.8,19.9,1.6
2017-07-09,27.3,20.3,1.9
2017-07-10,28.6,19.2,0.5
2017-07-11,28.4,19.7,7.7
2017-07-12,29.6,20.6,1.1
2017-07-13,26.3,19.7,2.1
2017-07-14,28.4,19.4,0.8
2017-07-15,25.8,20.0,14.5
2017-07-16,27.6,18.9,1.6
2017-07-17,27.0,20.4,0.5
2017-07-18,24.9,20.9,4.8
2017-07-19,26.4,20.6,3.8
2017-07-20,28.0,20.7,0.4
2017-07-21,28.7,20.2,1.7
2017-07-22,28.4,20.2,1.5
2017-07-23,28.4,19.4,0.7
2017-07-24,28.3,19.6,0.1
2017-07-25,29.1,19.9,0.3
2017-07-26,29.1,19.8,0.6
2017-07-27,28.5,19.6,0.2
2017-07-28,30.0,20.2,2.5
2017-07-29,29.9,20.4,2.4
2017-07-30,30.3,20.5,4.1
2017-07-31,29.5,20.7,3.4
2017-08-01,30.4,21.1,0.0
2017-08-02,31.0,20.6,0.1
2017-08-03,28.1,20.2,2.9
2017-08-04,26.9,20.7,3.8
2017-08-05,27.6,20.8,1.0
2017-08-06,27.1,20.7,1.9
2017-08-07,29.3,20.2,3.6
2017-08-08,29.3,20.5,3.2
2017-08-09,29.2,20.3,9.9
2017-08-10,27.0,20.3,3.9
2017-08-11,26.7,20.7,2.3
2017-08-12,28.0,20.5,0.7
2017-08-13,26.1,20.5,2.9
2017-08-14,28.6,19.9,0.8
2017-08-15,27.0,19.6,13.2
2017-08-16,28.2,20.1,12.4
2017-08-17,26.4,19.7,5.1
2017-08-18,24.3,20.2,12.0
2017-08-19,25.5,19.8,2.6
2017-08-20,24.2,19.9,4.0
2017-08-21,25.5,19.8,14.2
2017-08-22,25.2,20.6,5.1
2017-08-23,26.4,20.0,15.3
2017-08-24,25.6,20.0,6.2
2017-08-25,26.3,20.2,12.3
2017-08-26,26.2,19.8,3.9
2017-08-27,23.9,20.4,15.6
2017-08-28,23.3,20.3,3.2
2017-08-29,23.1,19.9,6.7
2017-08-30,27.6,19.8,3.0
2017-08-31,27.5,19.7,0.2
2017-09-01,28.0,20.3,1.7
2017-09-02,27.9,20.5,12.2
2017-09-03,27.3,19.9,12.8
2017-09-04,27.6,19.6,4.9
2017-09-05,27.7,20.0,8.9
2017-09-06,27.4,19.8,20.7
2017-09-07,27.1,19.8,26.4
2017-09-08,27.8,19.4,33.6
2017-09-09,27.5,19.6,25.0
2017-09-10,27.1,19.7,2.1
2017-09-11,27.7,21.0,0.5
2017-09-12,28.0,21.2,1.7
2017-09-13,29.2,21.2,0.3
2017-09-14,28.8,20.9,1.9
2017-09-15,26.7,19.9,1.0
2017-09-16,25.0,20.0,3.4
2017-09-17,25.9,19.9,9.1
2017-09-18,24.4,19.5,1.3
2017-09-19,26.8,19.7,1.3
2017-09-20,27.4,18.8,0.1
2017-09-21,24.8,18.1,0.7
2017-09-22,27.2,19.1,0.0
2017-09-23,27.1,19.0,0.6
2017-09-24,27.2,20.3,19.2
2017-09-25,25.8,19.4,10.6
2017-09-26,25.5,19.9,12.4
2017-09-27,26.4,19.2,17.0
2017-09-28,25.4,19.6,10.8
2017-09-29,25.9,20.0,1.6
2017-09-30,25.8,19.8,3.2
2017-10-01,26.6,19.5,9.7
2017-10-02,25.9,19.7,1.2
2017-10-03,26.9,19.8,0.7
2017-10-04,26.2,20.0,5.9
2017-10-05,27.2,19.8,7.5
2017-10-06,25.9,19.7,6.9
2017-10-07,26.8,19.1,7.9
2017-10-08,27.4,20.5,3.4
2017-10-09,26.7,19.8,7.9
2017-10-10,27.3,20.2,7.7
2017-10-11,27.2,19.7,21.2
2017-10-12,27.5,20.0,29.7
2017-10-13,27.3,19.3,8.9
2017-10-14,25.2,20.3,2.8
2017-10-15,24.9,20.4,8.6
2017-10-16,26.1,19.4,2.7
2017-10-17,25.5,19.5,0.2
2017-10-18,26.5,18.4,0.5
2017-10-19,28.0,16.8,0.0
2017-10-20,26.6,16.9,0.0
2017-10-21,26.6,18.7,0.7
2017-10-22,27.7,18.5,0.0
2017-10-23,27.4,16.8,0.0
2017-10-24,28.1,16.0,0.0
2017-10-25,27.6,19.1,0.7
2017-10-26,27.2,20.0,0.7
2017-10-27,27.0,19.0,1.4
2017-10-28,27.2,18.6,0.0
2017-10-29,27.0,18.3,0.0
2017-10-30,26.1,17.9,1.4
2017-10-31,24.8,18.6,0.4
2017-11-01,23.9,18.6,2.5
2017-11-02,26.7,17.4,0.1
2017-11-03,25.5,18.7,0.0
2017-11-04,23.3,17.8,1.8
2017-11-05,26.0,19.0,3.7
2017-11-06,23.5,19.2,28.3
2017-11-07,25.4,17.9,1.8
2017-11-08,26.2,18.1,0.0
2017-11-09,26.0,17.2,0.0
2017-11-10,26.3,15.5,0.0
2017-11-11,26.1,17.1,0.0
2017-11-12,26.6,16.2,0.0
2017-11-13,26.3,18.5,0.6
2017-11-14,25.2,17.4,0.5
2017-11-15,25.6,19.1,3.3
2017-11-16,25.9,18.8,1.3
2017-11-17,26.5,20.3,0.8
2017-11-18,26.8,19.4,0.7
2017-11-19,26.7,19.7,0.4
2017-11-20,27.5,19.3,0.1
2017-11-21,26.9,19.6,0.3
2017-11-22,27.4,18.7,0.0
2017-11-23,27.8,17.0,0.0
2017-11-24,28.5,17.9,0.0
2017-11-25,27.4,18.3,0.0
2017-11-26,25.5,16.8,0.7
2017-11-27,26.6,19.1,0.5
2017-11-28,28.0,17.5,0.0
2017-11-29,27.5,16.7,0.0
2017-11-30,24.1,19.7,1.3
2017-12-01,24.6,18.9,4.7
2017-12-02,22.7,17.9,5.1
2017-12-03,24.3,17.5,0.5
2017-12-04,24.8,18.2,0.3
2017-12-05,25.4,18.2,0.0
2017-12-06,25.7,17.7,0.1
2017-12-07,27.6,18.4,0.1
2017-12-08,27.8,15.1,0.0
2017-12-09,27.4,15.5,0.0
2017-12-10,27.4,17.1,0.0
2017-12-11,28.9,16.2,0.0
2017-12-12,26.9,16.6,0.0
2017-12-13,26.8,17.9,1.2
2017-12-14,28.3,18.1,0.0
2017-12-15,27.3,16.7,0.0
2017-12-16,27.6,16.7,0.0
2017-12-17,26.0,15.2,0.0
2017-12-18,25.6,14.8,0.0
2017-12-19,25.5,14.7,0.0
2017-12-20,27.3,16.2,0.0
2017-12-21,27.4,14.2,0.0
2017-12-22,26.5,16.5,0.0
2017-12-23,26.4,15.5,0.0
2017-12-24,26.4,14.6,0.0
2017-12-25,27.7,14.6,0.0
2017-12-26,27.6,15.3,0.0
2017-12-27,26.9,14.6,0.0
2017-12-28,25.7,15.0,0.0
2017-12-29,24.9,12.6,0.0
2017-12-30,26.0,15.7,0.0
2017-12-31,26.5,15.6,0.0
2018-01-01,27.2,14.5,0.0
2018-01-02,27.8,16.5,0.0
2018-01-03,26.3,17.4,0.0
2018-01-04,27.2,16.9,0.0
2018-01-05,26.5,14.5,0.0
2018-01-06,25.7,13.5,0.0
2018-01-07,26.0,13.8,0.0
2018-01-08,26.1,13.8,0.0
2018-01-09,26.5,14.9,0.0
2018-01-10,26.3,17.9,0.1
2018-01-11,28.4,17.3,0.1
2018-01-12,28.3,18.2,0.0
2018-01-13,29.5,17.1,0.0
2018-01-14,29.2,15.3,0.0
2018-01-15,29.2,15.6,0.0
2018-01-16,28.6,16.1,0.0
2018-01-17,27.7,15.9,0.0
2018-01-18,27.4,14.7,0.0
2018-01-19,27.1,13.3,0.0
2018-01-20,26.8,13.3,0.0
2018-01-21,27.0,12.9,0.0
2018-01-22,27.0,13.3,0.0
2018-01-23,27.8,15.6,0.0
2018-01-24,28.4,15.9,0.0
2018-01-25,27.7,15.9,0.0
2018-01-26,27.4,15.8,0.0
2018-01-27,27.4,15.4,0.0
2018-01-28,27.4,14.6,0.0
2018-01-29,27.9,15.3,0.0
2018-01-30,27.8,15.0,0.0
2018-01-31,27.9,13.9,0.0
2018-02-01,28.5,14.0,0.0
2018-02-02,28.5,14.7,0.0
2018-02-03,27.2,14.5,0.0
2018-02-04,27.5,12.9,0.0
2018-02-05,28.2,12.1,0.0
2018-02-06,29.5,15.7,0.0
2018-02-07,28.7,19.1,1.2
2018-02-08,28.2,18.8,1.1
2018-02-09,29.0,18.6,5.2
2018-02-10,27.3,18.3,3.0
2018-02-11,28.5,17.6,0.0
2018-02-12,28.0,17.4,0.0
2018-02-13,28.7,16.8,0.0
2018-02-14,28.4,17.2,0.0
2018-02-15,28.5,17.0,0.0
2018-02-16,29.4,16.3,0.0
2018-02-17,29.6,15.3,0.0
2018-02-18,30.1,16.4,0.0
2018-02-19,30.1,15.3,0.0
2018-02-20,30.3,15.8,0.0
2018-02-21,30.0,17.0,0.0
2018-02-22,30.4,17.0,0.0
2018-02-23,29.6,17.1,0.0
2018-02-24,29.4,14.1,0.0
2018-02-25,30.2,16.7,0.0
2018-02-26,30.6,16.1,0.0
2018-02-27,31.0,17.2,0.0
2018-02-28,31.4,15.3,0.0
2018-03-01,31.2,16.4,0.0
2018-03-02,31.6,17.4,0.0
2018-03-03,32.2,17.9,0.0
2018-03-04,32.6,16.1,0.0
2018-03-05,32.7,17.1,0.0
2018-03-06,32.6,16.2,0.0
2018-03-07,31.8,14.6,0.0
2018-03-08,31.9,16.5,0.0
2018-03-09,32.2,17.0,0.0
2018-03-10,31.9,17.2,0.0
2018-03-11,32.6,18.4,0.0
2018-03-12,31.8,17.7,0.0
2018-03-13,31.3,18.7,0.0
2018-03-14,30.7,21.1,0.0
2018-03-15,31.7,20.8,4.3
2018-03-16,30.3,20.8,15.3
2018-03-17,28.0,19.5,14.8
2018-03-18,26.9,19.3,6.5
2018-03-19,30.5,18.9,0.0
2018-03-20,31.7,17.6,0.0
2018-03-21,31.0,19.0,0.0
2018-03-22,31.0,19.7,0.0
2018-03-23,31.8,20.3,0.0
2018-03-24,32.1,22.1,0.2
2018-03-25,33.5,20.9,0.0
2018-03-26,34.1,19.2,0.0
2018-03-27,33.9,19.6,0.0
2018-03-28,32.9,21.1,0.0
2018-03-29,33.0,21.1,0.1
2018-03-30,31.1,21.8,6.0
2018-03-31,30.3,20.9,8.6
2018-04-01,31.1,20.8,0.3
2018-04-02,31.6,20.9,2.5
2018-04-03,31.2,20.8,0.3
2018-04-04,31.5,20.0,0.0
2018-04-05,32.0,19.6,0.0
2018-04-06,32.6,19.9,0.0
2018-04-07,32.6,20.2,0.0
2018-04-08,32.7,19.3,0.0
2018-04-09,31.7,20.0,0.0
2018-04-10,32.4,19.3,0.0
2018-04-11,32.4,20.9,0.0
2018-04-12,32.6,21.1,0.2
2018-04-13,32.0,20.9,0.0
2018-04-14,33.8,21.8,0.1
2018-04-15,33.2,22.2,0.0
2018-04-16,32.9,22.5,6.4
2018-04-17,33.8,21.9,0.0
2018-04-18,34.0,21.9,0.7
2018-04-19,34.6,22.7,0.4
2018-04-20,33.5,23.0,3.5
2018-04-21,33.8,23.4,0.6
2018-04-22,31.9,22.5,2.5
2018-04-23,33.7,21.3,0.0
2018-04-24,33.3,22.8,4.9
2018-04-25,33.1,21.2,2.1
2018-04-26,32.7,22.7,2.8
2018-04-27,34.0,21.7,0.0
2018-04-28,33.5,20.9,0.0
2018-04-29,33.1,20.7,0.0
2018-04-30,33.9,22.4,2.1
2018-05-01,33.4,23.0,0.0
2018-05-02,33.8,23.4,0.2
2018-05-03,32.7,21.7,4.7
2018-05-04,30.5,20.7,0.0
2018-05-05,31.4,21.5,0.5
2018-05-06,32.8,21.3,0.0
2018-05-07,32.2,21.8,0.3
2018-05-08,31.5,21.6,1.8
2018-05-09,30.3,20.8,7.0
2018-05-10,31.6,21.8,6.0
2018-05-11,31.1,21.2,11.7
2018-05-12,30.0,20.6,1.3
2018-05-13,31.6,20.6,1.2
2018-05-14,30.0,20.9,14.0
2018-05-15,29.7,21.3,1.7
2018-05-16,31.0,21.4,0.1
2018-05-17,31.5,21.0,0.0
2018-05-18,29.9,21.2,9.0
2018-05-19,31.4,20.5,1.2
2018-05-20,31.5,20.5,3.4
2018-05-21,30.9,20.1,12.5
2018-05-22,29.9,20.7,5.9
2018-05-23,30.2,20.2,13.2
2018-05-24,29.6,20.5,1.2
2018-05-25,29.7,20.3,23.7
2018-05-26,27.9,20.3,13.0
2018-05-27,30.0,20.7,4.1
2018-05-28,29.5,21.3,14.6
2018-05-29,29.2,20.9,2.4
2018-05-30,29.2,21.6,8.5
2018-05-31,30.0,20.8,2.9
2018-06-01,29.4,21.2,12.1
2018-06-02,27.4,20.8,14.1
2018-06-03,26.9,21.0,18.7
2018-06-04,28.3,21.0,0.4
2018-06-05,27.1,20.6,5.3
2018-06-06,28.3,20.6,4.9
2018-06-07,27.5,20.4,4.7
2018-06-08,25.7,20.8,1.7
2018-06-09,26.5,20.7,11.9
2018-06-10,26.1,20.9,7.8
2018-06-11,27.0,21.4,1.7
2018-06-12,27.6,21.4,2.0
2018-06-13,27.4,21.3,1.9
2018-06-14,27.3,20.7,5.0
2018-06-15,27.8,20.0,1.8
2018-06-16,27.7,19.9,2.6
2018-06-17,28.0,20.0,0.1
2018-06-18,27.5,19.2,2.7
2018-06-19,28.1,19.4,0.9
2018-06-20,27.5,20.3,1.2
2018-06-21,25.5,20.2,7.9
2018-06-22,27.4,19.4,0.9
2018-06-23,26.5,20.0,1.9
2018-06-24,27.2,19.6,2.8
2018-06-25,26.6,19.9,5.5
2018-06-26,25.8,19.9,0.7
2018-06-27,26.7,19.6,5.3
2018-06-28,24.3,19.8,7.6
2018-06-29,25.5,19.5,3.3
2018-06-30,27.0,19.6,6.8
2018-07-01,27.0,19.2,0.6
2018-07-02,27.4,19.5,5.1
2018-07-03,26.9,19.8,0.5
2018-07-04,27.1,19.1,0.3
2018-07-05,28.1,18.8,0.5
2018-07-06,26.7,19.4,4.4
2018-07-07,22.2,19.7,33.7
2018-07-08,24.0,19.8,4.2
2018-07-09,26.0,19.7,6.5
2018-07-10,25.8,19.9,5.4
2018-07-11,25.2,19.6,5.0
2018-07-12,26.8,19.2,4.1
2018-07-13,24.2,20.3,5.4
2018-07-14,25.7,20.1,3.1
2018-07-15,26.2,20.6,0.7
2018-07-16,26.4,20.9,2.1
2018-07-17,26.9,20.5,1.4
2018-07-18,26.9,20.5,4.5
2018-07-19,27.1,20.5,2.4
2018-07-20,25.8,20.2,1.3
2018-07-21,26.5,20.3,1.6
2018-07-22,27.1,20.1,0.7
2018-07-23,26.4,19.9,4.2
2018-07-24,26.6,19.8,11.0
2018-07-25,27.4,19.3,1.3
2018-07-26,27.7,20.2,0.9
2018-07-27,27.2,19.5,6.0
2018-07-28,26.3,19.8,6.0
2018-07-29,27.7,19.9,1.6
2018-07-30,28.0,19.3,1.4
2018-07-31,25.8,19.7,1.8
2018-08-01,26.5,19.4,2.1
2018-08-02,27.8,19.1,0.7
2018-08-03,26.9,19.4,0.5
2018-08-04,26.4,18.7,1.5
2018-08-05,27.8,19.3,1.0
2018-08-06,26.6,19.0,1.3
2018-08-07,26.4,19.6,5.4
2018-08-08,26.0,19.9,3.1
2018-08-09,27.3,19.2,1.2
2018-08-10,26.5,19.3,4.9
2018-08-11,23.4,19.4,5.7
2018-08-12,23.2,19.6,12.0
2018-08-13,25.1,19.0,10.4
2018-08-14,25.8,19.2,30.4
2018-08-15,24.2,20.0,8.5
2018-08-16,24.5,19.5,3.2
2018-08-17,26.7,20.6,1.2
2018-08-18,26.8,19.6,1.4
2018-08-19,25.6,20.1,3.1
2018-08-20,26.6,19.8,1.4
2018-08-21,26.8,19.4,0.1
2018-08-22,27.1,19.0,0.5
2018-08-23,27.8,19.1,2.1
2018-08-24,26.5,19.2,2.1
2018-08-25,26.3,18.6,0.2
2018-08-26,26.2,18.8,6.6
2018-08-27,26.2,18.2,9.8
2018-08-28,27.2,18.6,2.5
2018-08-29,27.2,18.6,3.4
2018-08-30,26.2,18.7,0.5
2018-08-31,27.0,19.2,13.2
2018-09-01,26.6,18.8,0.2
2018-09-02,27.2,18.9,0.9
2018-09-03,27.2,18.1,0.0
2018-09-04,27.7,17.4,0.0
2018-09-05,26.8,18.5,0.1
2018-09-06,28.0,18.3,0.4
2018-09-07,27.5,18.2,1.0
2018-09-08,27.4,17.8,0.9
2018-09-09,27.7,18.3,1.3
2018-09-10,27.8,18.9,3.8
2018-09-11,27.7,19.3,14.0
2018-09-12,28.4,19.1,7.1
2018-09-13,27.6,20.3,1.7
2018-09-14,29.1,19.6,4.1
2018-09-15,28.9,19.8,5.9
2018-09-16,27.4,20.3,5.2
2018-09-17,26.1,19.9,1.1
2018-09-18,27.4,19.0,0.2
2018-09-19,26.6,19.0,0.2
2018-09-20,26.2,17.9,7.3
2018-09-21,26.0,18.7,6.4
2018-09-22,28.7,16.7,0.0
2018-09-23,28.0,19.0,13.7
2018-09-24,26.7,19.6,26.7
2018-09-25,27.6,19.0,18.9
2018-09-26,28.2,18.6,11.0
2018-09-27,28.7,19.1,2.1
2018-09-28,28.3,20.1,8.5
2018-09-29,28.2,19.6,4.9
2018-09-30,28.7,20.1,1.3
2018-10-01,28.2,20.8,0.5
2018-10-02,28.1,20.1,0.8
2018-10-03,28.5,20.7,1.5
2018-10-04,27.1,20.4,3.7
2018-10-05,26.7,20.5,4.6
2018-10-06,26.1,20.0,5.5
2018-10-07,27.6,19.5,1.3
2018-10-08,27.5,19.9,19.1
2018-10-09,27.7,19.0,0.5
2018-10-10,27.6,18.6,0.0
2018-10-11,29.2,17.9,0.0
2018-10-12,29.0,19.3,0.0
2018-10-13,29.2,18.3,0.0
2018-10-14,28.6,19.5,8.4
2018-10-15,26.9,19.8,11.7
2018-10-16,27.3,19.3,11.3
2018-10-17,26.9,19.5,10.7
2018-10-18,26.1,17.9,1.9
2018-10-19,26.7,19.0,1.4
2018-10-20,27.3,19.3,0.0
2018-10-21,27.2,18.1,3.6
2018-10-22,27.7,17.4,0.0
2018-10-23,28.3,16.1,0.0
2018-10-24,28.6,16.9,0.0
2018-10-25,28.8,16.6,0.0
2018-10-26,29.0,17.5,0.0
2018-10-27,28.8,17.3,0.0
2018-10-28,29.0,16.9,0.0
2018-10-29,28.7,16.2,0.0
2018-10-30,29.4,16.0,0.0
2018-10-31,30.8,17.8,0.0
2018-11-01,28.8,18.6,0.2
2018-11-02,28.0,19.7,3.7
2018-11-03,27.9,19.8,1.2
2018-11-04,27.9,18.9,0.7
2018-11-05,28.8,19.9,0.0
2018-11-06,28.2,19.0,0.0
2018-11-07,29.2,18.2,0.0
2018-11-08,29.9,15.5,0.0
2018-11-09,29.2,17.9,0.0
2018-11-10,29.7,17.0,0.0
2018-11-11,29.6,17.4,0.0
2018-11-12,29.7,16.6,0.0
2018-11-13,29.5,15.4,0.0
2018-11-14,29.4,14.6,0.0
2018-11-15,29.1,16.4,0.2
2018-11-16,27.4,19.6,0.9
2018-11-17,29.9,18.6,0.0
2018-11-18,29.2,20.4,1.9
2018-11-19,27.6,20.0,1.0
2018-11-20,29.4,19.0,0.0
2018-11-21,27.0,18.3,0.9
2018-11-22,24.0,19.3,7.3
2018-11-23,25.4,19.7,8.3
2018-11-24,27.0,18.7,0.0
2018-11-25,26.9,18.4,0.0
2018-11-26,27.0,16.3,0.0
2018-11-27,25.5,15.0,0.0
2018-11-28,26.3,14.2,0.0
2018-11-29,24.5,17.6,0.8
2018-11-30,27.4,17.6,0.0
2018-12-01,26.8,17.1,0.0
2018-12-02,26.8,15.2,0.0
2018-12-03,27.3,17.0,0.0
2018-12-04,27.6,17.8,0.2
2018-12-05,28.6,19.3,0.8
2018-12-06,28.1,19.5,1.0
2018-12-07,28.1,18.1,0.0
2018-12-08,28.8,18.1,0.0
2018-12-09,28.8,17.4,0.0
2018-12-10,29.3,18.1,0.0
2018-12-11,28.2,16.3,0.1
2018-12-12,29.1,19.2,0.0
2018-12-13,27.8,18.3,0.2
2018-12-14,28.6,17.4,0.0
2018-12-15,27.3,16.7,0.0
2018-12-16,24.8,16.0,0.0
2018-12-17,28.3,14.9,0.0
2018-12-18,27.7,14.9,0.0
2018-12-19,27.5,14.6,0.0
2018-12-20,28.0,16.1,0.0
2018-12-21,26.4,16.6,0.3
2018-12-22,28.4,18.1,0.0
2018-12-23,28.2,18.7,0.2
2018-12-24,29.0,17.9,0.0
2018-12-25,28.6,17.2,0.0
2018-12-26,29.4,17.0,0.0
2018-12-27,28.7,18.2,0.4
2018-12-28,25.8,18.4,1.5
2018-12-29,24.8,17.8,1.8
2018-12-30,27.3,16.1,0.0
2018-12-31,26.5,15.9,0.0
2019-01-01,27.0,12.8,0.0
2019-01-02,26.9,11.8,0.0
2019-01-03,27.8,12.2,0.0
2019-01-04,27.5,12.7,0.0
2019-01-05,27.1,12.4,0.0
2019-01-06,27.7,13.3,0.0
2019-01-07,27.5,13.6,0.0
2019-01-08,28.3,14.6,0.0
2019-01-09,29.0,13.5,0.0
2019-01-10,29.1,13.5,0.0
2019-01-11,28.7,14.6,0.0
2019-01-12,28.3,15.1,0.0
2019-01-13,28.8,14.2,0.0
2019-01-14,28.5,14.4,0.0
2019-01-15,28.3,13.3,0.0
2019-01-16,28.3,13.9,0.0
2019-01-17,28.3,14.2,0.0
2019-01-18,28.5,15.9,0.0
2019-01-19,28.9,13.8,0.0
2019-01-20,28.2,14.3,0.0
2019-01-21,29.1,13.3,0.0
2019-01-22,28.2,13.8,0.0
2019-01-23,28.8,15.6,0.0
2019-01-24,29.4,16.8,0.0
2019-01-25,28.8,16.1,0.0
2019-01-26,27.4,18.7,0.7
2019-01-27,26.9,18.1,3.5
2019-01-28,25.6,17.6,27.2
2019-01-29,25.7,17.0,1.0
2019-01-30,26.7,16.7,0.0
2019-01-31,26.1,15.2,0.0
2019-02-01,26.2,15.3,0.0
2019-02-02,27.9,15.4,0.0
2019-02-03,28.3,16.2,0.0
2019-02-04,29.2,16.1,0.0
2019-02-05,29.2,17.6,0.0
2019-02-06,29.7,17.0,0.0
2019-02-07,30.5,17.6,0.0
2019-02-08,30.7,18.2,0.1
2019-02-09,29.2,19.7,5.8
2019-02-10,28.6,19.2,0.7
2019-02-11,29.2,19.4,0.0
2019-02-12,28.4,16.8,0.0
2019-02-13,29.1,15.8,0.0
2019-02-14,30.0,16.1,0.0
2019-02-15,29.3,18.1,0.2
2019-02-16,31.5,19.2,0.1
2019-02-17,31.9,20.0,0.0
2019-02-18,32.0,18.4,0.0
2019-02-19,31.3,20.3,0.0
2019-02-20,31.7,20.0,0.0
2019-02-21,30.9,17.1,0.0
2019-02-22,31.7,16.3,0.0
2019-02-23,33.0,16.1,0.0
2019-02-24,33.2,16.2,0.0
2019-02-25,33.4,16.6,0.0
2019-02-26,33.3,18.9,0.0
2019-02-27,32.4,19.6,0.0
2019-02-28,32.3,20.0,0.0
2019-03-01,32.5,20.1,0.0
2019-03-02,31.8,20.7,0.0
2019-03-03,32.5,19.4,0.0
2019-03-04,32.7,19.4,0.0
2019-03-05,31.2,21.5,0.7
2019-03-06,34.2,21.2,0.0
2019-03-07,35.0,19.8,0.0
2019-03-08,34.4,19.0,0.0
2019-03-09,30.6,20.9,0.5
2019-03-10,33.2,21.2,0.0
2019-03-11,33.3,21.2,0.0
2019-03-12,33.0,19.7,0.0
2019-03-13,33.0,18.2,0.0
2019-03-14,32.9,19.0,0.0
2019-03-15,33.0,20.6,0.0
2019-03-16,32.5,18.4,0.0
2019-03-17,32.8,17.1,0.0
2019-03-18,33.4,17.7,0.0
2019-03-19,33.9,19.0,0.0
2019-03-20,33.3,20.4,0.0
2019-03-21,34.0,20.4,0.0
2019-03-22,33.4,20.3,0.0
2019-03-23,33.9,21.2,0.0
2019-03-24,34.1,22.4,0.0
2019-03-25,34.6,20.9,0.0
2019-03-26,34.1,20.3,0.0
2019-03-27,35.0,20.4,0.0
2019-03-28,35.6,20.7,0.0
2019-03-29,35.0,21.5,0.0
2019-03-30,34.6,21.6,0.0
2019-03-31,34.4,21.3,0.0
2019-04-01,35.2,21.2,0.0
2019-04-02,34.2,21.9,0.0
2019-04-03,33.4,22.2,0.0
